关键词,文章标题,公众号,发布日期,摘要,文章链接
王飞跃,王飞跃:将来如何教学生,N/A,2016-09-06 11:05:44,"文王飞跃:中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任,国防科技大学军事计算实验与平行系统技术研究中心主...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVhSGybRxoYE-VgrFeYQugDg2KfeLyyjR1DKy_Y_5Hz7GVQ8GgRUyl-3k7hFsn1S4wmzgt7uJV_JDN4c7zBJEl7_MEwE7B1nzs2LN4rwmb_lQ17K1AT1SU4HbUsWXBECyLB9DwU1LcxWAYOt-1Je4n8gEPL3_mfYito4ZWJRtC03Jl231oC2sK1wicrfLA9nN91TYHVtEgGbz8aibAHAC0gvo20WOtAefcjrMAMO4PW1YaoRSojwz69BMPB-CAxzT3iZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,王飞跃:我的教学梦,N/A,2016-09-11 11:35:08,"2015-2016学年,王飞跃教授在中国科学院大学授课“平行控制”课程美国的教育界流传着一个让老师和学生都难以笑出的玩笑.玩笑...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVhSGybRxoYE-VgrFeYQugDg2KfeLyyjR1DKy_Y_5Hz7GVQ8GgRUyl-3k7hFsn1S4wmzgt7uJV_JD1goYAIuUiUPmgSvkMiXHDkX0D90OrvpKEoSPq9WHPEH9-UCyZErRQmlFT0NwQOizwTw-N14WJRuf9VtAcSUncIE2XqACCZa3OtuZADF5_FBi2aoKE3OHF9xOlWSSiHjF2yeRAl6uKwV67X38QgTmvmB5PL7BrGOP5oM9VinlHU7uUFR1VF8Y_iZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,王飞跃关于《实践论》与控制论的认识,N/A,2016-07-30 18:29:35,谨以此文纪念《实践论》发表七十周年.(第六期所局级领导干部特训班 中科院自动化所王飞跃) 来源:科学网王飞跃博文,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVhSGybRxoYE-VgrFeYQugDsGbUj_vXmL9XW5oJjVHphvbtnyL9EJALJv3AmDb2jnNrjvuRcD6PFXlqukLfOtDpDwpprIpFS_BAmSAseSmL1ufq6Poxk6C83aKGRxwx-M1RLk4SXlTBU1vMk2kGAQ5btnTedhR0yAOTnVtqlIUEud6PBd-CyJ0mgtBhxtpSmKyPOovjtzVqaJ-9kpkd81TqyKsgmwGj9E9lXOcV79VZD7wa0no2paA8CKybJilJfHliZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
杨孟飞,嫦娥五号总设计师、湖南湘阴人中科院院士杨孟飞:潜心追梦 向月高飞,N/A,2019-05-22 18:31:23,— 2019年的第141天 —点击上方 蓝字 把我们设为星标吧新选院士杨孟飞:潜心追梦 向月高飞       来源 《神舟报》2018年1月9日 院士...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9Pq4uQ38BD_1-nfNiPK5Dgh1qLhDLhpwmodoB1rAEe12pR2n9FCUO137mzyfCkhuFgPVjGjrh_Ot8OhZCbaktajOmza97rkDi5foWno6mgpjGh39UiNJMcUaqwCvFC3cMx4s5c0RFdjZH8vXHNqJS2opb-0Y_4RVqz7SZmmJU4w1hWLv6O878UA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,院士风采 |杨孟飞:潜心追梦  向月高飞,N/A,2018-01-09 09:13:40,"院士简介 2017年11月28日,杨孟飞研究员当选中国科学院技术科学部院士.杨孟飞是我国空间技术领域专家,长期从事空间飞行器领...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9FDoTWQ-eFr5S5uPSJLIDWpLcsyLsqvmF1Hl09gnLr2K5AczDLO_3Ve_GjKztVhL3UdBm5IVMsz39DKbgdZbVrKhUofvvu0w2HifQiA9oWQnRJZHiTc-1jUoB2H5wo47hf1d0afZa4VgP2Jx8fuGmTUB0HICUDLhYEryee4vRWP8Y-UZGbO56rA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,"杨孟飞:关键机遇期!布局地月空间,是时候了",N/A,2023-03-06 15:18:23,"杨孟飞指出,我国探月工程、高分工程、北斗工程和空间站工程已圆满完成,已为我国后续大规模地月空间探索和开发奠定了良好的管...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9RjxtDa1VKs06E6FP6ugkiMjUFrgecEaHwFBd12QgGP4IMJN2FgdJGwPSAovBhX3b4mUXFn0wsVY3uo4XxgZXLQYuD2844xNdXSsbW-zBYjHyacj-XzQ5jvhCi3hUKmFOtfsRTQOlg9gnwbLiSEkpg0pnoLfDuqIfUnqCtc7CSjzdrgozfSg6bw..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,西电新增两位院士校友:范国滨、杨孟飞,N/A,2017-11-28 19:14:03,"11月28日,中国科学院2017年院士增选结果公布,西电78级校友、中国空间技术研究院“嫦娥五号”总指挥、总设计师杨孟飞当选为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9FuSWHgxtyjz0ssR2P7YzjqmV8BTDRovk1ZiS98wq2KPlfmzEJNg2L926v7-q8pzIKgfUXUTn2rhEwFRKz_3P7uSqR7mqRvYJ5dOdM05--F4emZ36Bnfe4rBJ4UofiDpum9jkc7yth52413dotaCZXC5V3JL2bXhzzBGlKaiffhUCYioxHkzTmA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,"全国道德模范 |杨孟飞:苍穹筑梦,向月而飞",N/A,2023-02-04 22:00:47,"低调务实,敢为人先工对中国航天科技集团有限公司五院探月工程三期探测器系统总指挥、总设计师杨孟飞院士来说,巨大的喜悦完全...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9dx8ilqsKxjWWegvMIuiJIgPnpAkJa1B5JzrO7eYyNNi64zx6HM1aK8vzFv_5T_QvoUiZoTJ_wuim9_txj8MGZlgGHp3Xnb4myQYATk3yvGdTisCpJLzJCrnzJ8ayykrEhPf_aKbof-YmZnTBdHUg5sKsgSFTJQ8KssVNil4UsNJAe0f8bRARvQ..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,杨孟飞当选中国科学院院士|再添一位!航天科技集团现有院士31名,N/A,2017-11-28 10:53:38,"杨孟飞,空间技术专家.中国航天科技集团公司中国空间技术研究院研究员,博士生导师.1962年10月生,湖南湘阴人.1982年毕业...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9ffGtEYZDphvAMCwNWv6zcSQKH5gdiaKPwntiilCQqpeooqc7itFCDcn24XI2A5cqpMcJdenkchfgzyt3Vo_FUZQGOE76nEWeqGhjLjfxWY67bBvzDmD0GEcpY4q32HqEX-w2t7bx9g1xJq8CtCdosTthK3gP8BSsfGwXxNRO0U0YJSSFPgfogQ..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,湘阴名人杨孟飞:“嫦娥五号”总设计师、中国科学院院士,N/A,2023-04-15 16:30:54,"【杨孟飞】“嫦娥五号”总设计师、中国科学院院士、第八届全国道德模范,第十三届、第十四届全国政协委员  1962年10月1日,杨...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9Pq4uQ38BD_1-nfNiPK5Dgh1qLhDLhpwmodoB1rAEe12pR2n9FCUO1_bZHFUR5U0wERx5knmU1Bow3WKayJD8NXwp8JSJHR0HsLOInAw4QlITWvezlxlHlajHN-nHKFNhybrQplwfFgoMCuIKZf8zG3QupiwS5T7N4SYjp40GClKfxjh3za6jWA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,专访 |杨孟飞:今年实现人类首次月球背面软着陆和巡视探测,N/A,2019-04-01 16:10:21,《人民政协报》记者就相关问题采访了全国政协委员、中国科学院院士、中国空间技术研究院嫦娥五号探测器总指挥兼总设计师杨孟飞...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9KbD8XEBbuEre8IEW_canR52EVrqFbkqJO_RnRJ64Vx3LbuFk3kmlO5JBas4uZpmPkwG1gMlCictJPcKIja4iZ8E6Y5tzS9pzeYWqdK8abLe6FZcd0KSJlaffZSXCckWgoAq7vkkxEZ0Q5RLvmZQEKisplQ5c9X9u2LxopEIlab9Ae0f8bRARvQ..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,【小苗课堂开讲啦(89)】讲红色故事——《嫦娥五号总设计师——杨孟飞》(山东师大二附中小学部2017级6班 王展图),N/A,2021-03-20 22:20:05,"如今,在杨孟飞这样一批批有历史责任、有国家担当的科学家默默攻坚下,我们终于要去月球上捧一抔土,圆中华民族的千年之梦....",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqgAwFi47687but9T0q3oY-lqXa8Fplpd9hOULjPjOJO016mxBS6F5yEHUPJldfv5p-QhbYiBYJ3e6XRCPVfxUmdXIoBFfMSaj9qJpq65VzINi4TIkUWRM0NRxkb2yx3n-1XkK0ifIgpINjOpwVXmV9QN5xiLTOnCvLNEUEz70K5gkplkK5XlXXCJiGXlcLkHsweMYlQJTqdndrgozfSg6bw..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0BDC01F8F3784FF06B10318E0F58800D464C569D6F2B4
杨孟飞,杨孟飞:向着星辰大海持续进发,N/A,2021-08-31 14:08:56,"杨孟飞三十余年如一日辛勤耕耘在航天沃土上,在空间飞行器系统和高可靠控制计算机等方面取得了众多创造性成果,为探月工程、载...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9wwFM_nwv-KK5hkQRSAuCxD64ZfJqCaBJ770ch0JZG83Le5E7aCqXd-Ro8K5-xyMRHBAAprMn0MRykU8JxarafNK0LdHFqKBJjiGn1RHdCuhgnfbetyZ9ahKzDdKQuLHf2ncrg-Jjta-CNLthp4JGOZ263VbnNv3aJonf3_9NyJ_I3OTRHYU2og..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,嫦五奔月!计科院名誉院长、78级杰出院友杨孟飞任总指挥、总设计师,N/A,2020-11-25 19:51:18,"杨孟飞院士长期关心学院发展,对学院人才培养、科学研究、学科建设、师资队伍建设等持续提出意见和要求,为学院“十四五”规划...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9_BhvIs69cPwdREQDvmwzbeqVxO2HHBtR_2UIOXZ1LF2o5rKT00aDGs4Ikj2A_rOoAXqJ5OV_tULgUoxdF_JWApDeWmGkmzEKO3jawJjID1y22xSHRtKVnyeH8HIKTrsQepAGXrDhT7NQ9937T7vjVpiSfXB4rwklB-8Xg3L0WCP0OK9DLfgmPA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,再传捷报!杨孟飞研究员当选中国科学院院士(附当选院士名单),N/A,2017-11-28 13:05:46,"中国航天科技集团公司五院杨孟飞研究员成功当选中国科学院技术科学部院士.目前,航天科技集团共有院士31名(其中两人为两院院...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9FDoTWQ-eFr5S5uPSJLIDWpLcsyLsqvmF1Hl09gnLr2K5AczDLO_3VRnZ4Ci-A82_8wy17Vtr6iwUybCLqzvucuEnj5utUimngjho1RfwlfDUmZ-oN0q8cQ4Bm25hmGaJJngg_SMTsY8ymn-wyj1YUD0c7XNVxAV2fhuB99Pfa3Fr1dbZWbKUeQ..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,湘阴人杨孟飞托举“嫦娥”奔月 嫦娥五号发射成功!,N/A,2020-11-26 10:31:13,"杨孟飞说.嫦娥五号探测器系统是迄今为止我国研制的最为复杂的航天器系统之一,由轨道器、返回器、着陆器和上升器组成,分为15...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9t26hkxDHzcjooKN1jSqeAEN7ojPlUX4R1qx00qVrYoCMakpj9nxGywxdSCnT2QM0f2jtYAE_MKurpiTnhoygNRX0WfSecTFFmGpaH61mlsP0isklblbmwwSDBmDJCnmXO2-DN09ZFGpxBDF_cgFxTScB-lTNY4PZqR6qVjUsY4yjotuuiAmOIg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,院士新面孔 |杨孟飞:潜心追梦 向月高飞,N/A,2018-01-15 09:57:52,"院士简介 2017年11月28日,杨孟飞研究员当选中国科学院技术科学部院士.杨孟飞是我国空间技术领域专家,长期从事空间飞行器领...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9PrnIf3phBYA6uyskZBwB_FSbCqydPpAk1WIrRiloTxorz17MWyBxthgnE6nJBJIwZSF8s11Wy_oJXCeVqygPncKeFvjPhMaHNp0KV6egzTeBjSBmU6jmEJ1EpIJWkPXe0kxuMFS4yapK81LCkzv0RMG8QXV65p9yDBUAVitbxKcYJSSFPgfogQ..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,喜讯 | 西电校友杨孟飞、范国滨分别当选中国科学院、中国工程院院士,N/A,2017-11-28 19:10:37,"11月28日,中国科学院2017年院士增选结果公布,西电78级校友、中国空间技术研究院“嫦娥五号”总指挥、总设计师杨孟飞当选为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9-qoPizUkwmJxtFB7ZAI4lIPcMF7TI4s5v45hkz0E5EC3AMgtJsaQro9HR-ay6K984GokPEuB7Wz8-FKd-AXZscZsVutAuzDVQyGkD2eWj8DbsvieVYsD5ocSXCh7H_kDGXgTQVdS6rUU5dqafSAc4kwGR5jDlwwKxQwBN730tenI3OTRHYU2og..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,喜讯|西电校友范国滨、杨孟飞当选两院院士,N/A,2017-11-29 00:00:26,"11月28日,中国科学院2017年院士增选结果公布,西电78级校友、中国空间技术研究院“嫦娥五号”总指挥、总设计师杨孟飞当选为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9UYTHqW3lBzQ5qYlez2yQyuvbU8fz4NtvG6-1I5iH27y-nxmN46PK03o3Kdf37Q8ekG4Q7eHGUV1v5-fxXFv-nLqoLSU7475Xd5IP4h__krltbW60Z088p--P1alzZrrrzcWRu-h_y6oU5zs6TG3s-oi7IMivmoUwJacstVTtiK1FH6In5Ei3zg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,西电新增范国滨、杨孟飞两位院士校友,N/A,2017-11-28 18:25:20,"11月28日,中国科学院2017年院士增选结果公布,西电78级校友、中国空间技术研究院“嫦娥五号”总指挥、总设计师杨孟飞当选为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9uXZPlkuRcxGozhd8jbrAT06K0zOEMlEb-S2qwvXZDvR5I7g2yqPqrr6IoeWnH_yVENT8FErM5-xxnxSv9pFtwfqQHevgZyO6l7RpvO2DQnWyIymW3nPbBHTWlCDMqr278QvVQeOG5xKTdeczHBwjfrsWEQ_y8FbjFYXkO-sSSWNCy6umSSPEsg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,喜讯 | 西电新增范国滨、杨孟飞两位院士校友,N/A,2017-11-28 21:59:41,"11月28日,中国科学院2017年院士增选结果公布,西电78级校友、中国空间技术研究院“嫦娥五号”总指挥、总设计师杨孟飞当选为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9Mt2SPuLuq1I0Rpz9aNq1I61g9w3hoALtmyBx0DIpv0fGNxc5_fOyEN7nJPRTCxmXkPZy74bhevQmMIqmCi1uxuV9CIywUS_PP44pnPw0F5qabfHsQGg2azX61wXH2vjI3xO6Oo_Zex_raIRK5FQzl4ZiX45qdnqrlwK7rnQcWGXRtmyIGw2VAg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,"中国自动化学会理事长杨孟飞:承六十五载初心,拓新质发展格局",N/A,2026-03-30 21:22:15,"以下为杨孟飞理事长致辞内容节选.当前,新一轮科技革命和产业变革加速演进,以人工智能为核心的新一代信息技术重构产业发展格...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqfXIuO6GdIxrut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxcjY2I7EtiyW3x1z9C-RZ_hQCQbHBtqOzcDANN6RlmgTOgAJk_6htlNvAF7SOTbvZya0UvbsMbx4pv6GQ1lruKwrDvrWJ3MbTtx_VQax5qpAg9RZ4mR8mNVflztgI7RZ1g..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B0EFF4264AF2BEC6C38B39DC8DEEADC66A881869D6F2BB
杨孟飞,嫦娥五号发射成功!系统总指挥、总设计师杨孟飞是岳阳人,N/A,2020-11-24 20:15:10,"杨孟飞说.嫦娥五号探测器系统是迄今为止我国研制的最为复杂的航天器系统之一,由轨道器、返回器、着陆器和上升器组成,分为15...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9JCzo7u7FtMko5Ekoee8-XHK7FzGUeDd3-RuPaeamaU_CbXRq4A9MD6E0ivS8yRfxAU4r8xuMBhquISSY_YFA1C8WbFvcouOLZcDUqXvMbQ6Sqv9Y6k2R4xPV3fKNNudADKP5Lu6uupjm9ImQA_ymLsSkh5L3_HxrfPxifgwy6KFj32-j2KiwUw..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
杨孟飞,"岳阳籍探月功臣杨孟飞再登央视春晚舞台,向全国人民拜年!",N/A,2022-02-02 13:33:41,"1月31日,农历除夕夜,全国道德模范,嫦娥五号的总指挥、总设计师岳阳湘阴人杨孟飞登上央视虎年春晚,向全国人民拜年:“祝福...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9JCzo7u7FtMko5Ekoee8-XHK7FzGUeDd3-RuPaeamaU_CbXRq4A9MDwNb_ePzRbuvL9bjf9TQDWVNpXxTPQuTTEHi8FYJHS4RCgwUtTVTRt7V5zFBpcIWLDOj_RxHv0j0tH5y4GJK-DwLP5OKmFt5Zp3_PfX6uDyk7cCeoox1_Nns46dn8Efgxg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
杨孟飞,"中国科学院院士,嫦娥五号总设计师杨孟飞报告来袭——速来报名",N/A,2021-03-24 16:27:11,想要更多了解杨孟飞院士阔以吗?当然可以啊!  1982.7杨孟飞毕业于西北电讯工程学院(现为西安电子科技大学).  2015.7杨孟飞当...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9UlEy-WmF_Z4rQc48D-IQdbgwfm95Qz98fZ63gUrVGyOw4r-_BtMbbbdmaZm22BZPmdV5uONTljRP0IVxyllwMxt3onZTOferuhlCrX5Qy80TrtRyFFUGThqAG6VT6sYci4qHEzTwxumfja_ofYIiZTmxQgls01cym8SfcI5norlOJBjQH7pCxQ..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
杨孟飞,【喜讯】我会陈杰教授、戴琼海教授、宁滨教授当选中国工程院院士!我会管晓宏教授、杨孟飞教授当选中国科学院院士!,N/A,2020-04-17 21:32:55,"中国科学院院士杨孟飞杨孟飞,空间技术专家.中国航天科技集团公司中国空间技术研究院研究员,博士生导师.1962年10月生,湖...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxT4bHNilGHmUG7NccZkqtO7vh67V1g_FlsSF8HQYqdyGD3W6n2oEEfTDf_ZevSoeiKfJjVE-pK6K2hdCoxsoOij6dK1lervgwqboto7Di5qusd86XunXTPxS6t2rFt2rnA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
杨孟飞,长图丨全国道德模范杨孟飞——赤子情深献航天,N/A,2022-01-01 13:08:49,"他就是第八届全国道德模范杨孟飞,荣获首次月球探测工程突出贡献者、中国载人航天工程突出贡献者、探月工程三期再入返回飞行试...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9Qa4WXgdoBcPnc7DdF3qfwZ-Z1p08k7YNjOwfxVamTeVk5s-_udIB1OyfqOT40J6z0Whgxohkl0oT93T6_WK7lFYnaeZHVoaTa49Yf9aeWpzs9EB4aS_BT8OG_jwpQSxxC-XQwATRsXeBLg-EO7cjYyy-wKGCuRyALIIZcTJH321Cy6umSSPEsg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
杨孟飞,"西电金课 | 中国科学院院士,嫦娥五号总设计师杨孟飞报告来袭",N/A,2021-03-25 18:30:33,"今天工仔为大家带来一则好消息:我们邀请到了中国科学院院士,嫦娥五号总设计师(西电1982届校友)杨孟飞来为我们作一场主题为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9-qoPizUkwmJxtFB7ZAI4lIPcMF7TI4s5v45hkz0E5EC3AMgtJsaQrhRxTrjWK8a9YBkgFHy1AC6O2FwKW-eGIUk5YuuGSgVmGAgLfTLLJjj_nsHocnSVXG_7dclhQELC00WR5GExZngGbxoVP5wd2LCajxhi1FbgpmLoCps0K5nYl_Q5RRZQjg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
